,Month,Billed Cost,Occupancy Pct,Energy Demand,Billed Usage,Property Area
83,June,12645,0.74,502,131072,112781
12,January,22278,0.86,834,175360,110136
13,February,19668,0.86,772,150780,110136
14,March,17802,0.86,714,81649,110136
15,April,13887,0.86,629,79279,110136
16,May,15012,0.86,395,74404,110136
17,June,14914,0.86,381,117690,110136
18,July,14089,0.93,373,110486,110136
19,August,14920,0.93,362,123086,110136
20,September,14090,0.93,404,65854,110136
21,October,14878,0.93,541,112824,110136
22,November,16925,0.93,706,126476,110136
23,December,19321,0.93,680,148357,110136
24,January,18770,0.93,708,155018,110136
25,February,15184,0.93,698,119336,110136
26,March,16436,0.93,667,129846,110136
27,April,14606,0.93,601,115607,110136
28,May,15106,0.93,462,109433,110136
29,June,15787,0.93,410,132102,110136
30,July,15123,0.93,413,127238,110136
31,August,15602,0.93,434,130598,110136
32,September,15697,0.93,490,127958,110136
33,October,15765,0.93,652,122633,110136
34,November,16518,0.93,694,128466,110136
35,December,20107,0.93,715,155071,110136
48,January,16737,0.93,565,143030,110136
49,February,16588,0.95,545,139143,110136
50,March,16562,1.0,522,140824,110136
51,April,14890,1.0,490,124006,110136
52,May,16322,1.0,285,136825,110136
53,June,15550,1.0,429,127308,110136
54,July,17034,1.0,426,142021,110136
55,August,15388,0.93,410,128355,110136
56,September,13995,0.93,415,115774,110136
57,October,14787,0.93,469,116984,110136
58,November,16066,0.93,574,124597,110136
59,December,18386,0.93,710,143923,110136
60,January,17147,0.96,564,137401,110136
61,February,16305,0.96,568,129991,110136
62,March,16341,0.96,582,130136,110136
63,April,14587,0.96,427,121890,110136
64,May,16784,0.96,417,143104,110136
65,June,15456,0.96,424,129155,110136
66,July,15621,0.96,412,131542,110136
67,August,15648,0.85,416,131838,110136
68,September,14478,0.85,411,117561,110136
69,October,14601,0.85,578,111479,110136
70,November,15756,0.85,646,120998,110136
71,December,21815,0.85,829,173620,110136
72,January,14705,0.85,689,124983,110136
73,February,13866,0.85,635,120377,110136
74,March,13085,0.85,513,116415,110136
75,April,12957,0.85,489,119060,110136
76,May,13592,0.85,430,125692,110136
77,June,14282,0.85,441,133048,110136
78,July,14228,0.85,427,129983,110136
79,August,14089,0.85,418,128358,110136
80,September,13963,0.85,432,128134,110136
81,October,14761,0.77,496,133470,110136
82,November,17404,0.77,566,158250,110136
83,December,16822,0.8,573,152318,110136
84,January,19091,0.8,756,169559,110136
85,February,16570,0.8,542,153179,110136
86,March,15442,0.8,490,140661,110136
87,April,14947,0.8,439,137312,110136
88,May,14599,0.8,420,137717,110136
89,June,13837,0.75,397,131388,110136
6,January,59371,1.0,1495,457380,303859
7,February,38351,1.0,1482,343849,303859
8,March,39436,1.0,1350,330188,303859
9,April,32306,1.0,1350,330188,303859
10,May,32222,1.0,1350,330188,303859
11,June,30983,0.99,1350,330188,303859
12,July,34401,0.94,1350,330188,303859
13,August,57443,0.94,1229,354388,303859
14,September,53111,0.94,1299,310904,303859
15,October,47787,1.0,1358,355907,303859
16,November,50552,1.0,1461,375922,303859
17,December,60718,1.0,1480,460265,303859
18,January,66342,0.84,1532,511885,303859
19,February,60874,0.84,1524,404821,303859
20,March,45881,1.0,1404,338826,303859
21,April,36971,1.0,1367,268408,303859
22,May,38381,1.0,1269,283370,303859
23,June,48089,0.97,1198,286937,303859
24,July,55292,0.72,1266,293991,303859
25,August,48718,0.72,978,266202,303859
26,September,49292,0.72,1136,268713,303859
27,October,43277,0.72,1228,287178,303859
28,November,50264,0.69,1129,335492,303859
29,December,61149,0.69,1402,417976,303859
30,January,68081,0.69,1150,466134,303859
31,February,61987,0.69,1485,419722,303859
32,March,50954,0.69,1430,330783,303859
33,April,33368,0.69,1234,209026,303859
34,May,35409,0.69,1265,221847,303859
35,June,51699,0.67,1252,265523,303859
36,July,51638,0.67,1168,270813,303859
37,August,49414,0.67,1109,272293,303859
38,September,45442,0.67,1147,238883,303859
39,October,37856,0.67,1263,250166,303859
40,November,38147,0.67,1197,254204,303859
41,December,42206,0.67,1220,301044,303859
42,January,49156,0.65,1353,354094,303859
43,February,45688,0.65,1421,330261,303859
44,March,34746,0.65,1301,243426,303859
45,April,27425,0.65,1201,186251,303859
46,May,31340,0.65,1118,220879,303859
47,June,42044,0.65,1152,224663,303859
48,July,44739,0.65,1285,260111,303859
49,August,47870,0.71,1216,303654,303859
50,September,42128,0.73,1153,261297,303859
51,October,32898,0.73,1207,262158,303859
52,November,33397,0.73,1097,270650,303859
53,December,43699,0.73,1190,358166,303859
54,January,45979,0.73,1248,370745,303859
55,February,38377,0.73,1271,300408,303859
56,March,47654,0.93,1428,379692,303859
57,April,33641,0.93,1095,261245,303859
58,May,38047,0.93,1166,300507,303859
59,June,50746,0.93,1265,309951,303859
60,July,53683,0.93,1314,333096,303859
61,August,55590,0.93,1228,361437,303859
62,September,50462,0.93,1245,308714,303859
63,October,41203,0.87,1260,326012,303859
64,November,46883,0.92,1366,374804,303859
65,December,52537,0.92,1369,426614,303859
66,January,56353,0.93,1324,449476,303859
67,February,47649,0.93,1365,374997,303859
68,March,45984,0.92,1193,358749,303859
69,April,37004,0.92,1171,278935,303859
70,May,39169,0.92,1186,302574,303859
71,June,47299,0.92,1117,285137,303859
72,July,64071,0.92,1396,403697,303859
73,August,67854,0.92,1354,448487,303859
74,September,63952,0.92,1336,381302,303859
75,October,51216,0.92,1187,372041,303859
76,November,50602,0.92,1312,373645,303859
77,December,51771,0.92,1178,389357,303859
78,January,39153,0.97,1375,441033,303859
79,February,45594,0.99,1444,373434,303859
80,March,40399,0.97,1449,324526,303859
81,April,33421,0.97,1231,263994,303859
82,May,37132,0.97,1222,293084,303859
83,June,48506,0.97,1353,296550,303859
84,July,21849,0.97,1300,403567,303859
85,August,54714,1.0,1230,403262,303859
86,September,48332,1.0,1295,336172,303859
6,January,6642,1.0,231,56640,59004
7,February,6642,1.0,192,59380,59004
8,March,6534,0.89,191,58900,59004
9,April,8272,0.89,242,69920,59004
10,May,9743,0.89,251,83860,59004
11,June,9826,0.95,275,79060,59004
12,July,11277,0.95,295,91380,59004
13,August,10808,0.89,277,87520,59004
14,September,9320,0.89,278,67540,59004
15,October,7877,0.89,199,62740,59004
16,November,7269,0.89,176,56160,59004
17,December,7269,0.89,163,56980,59004
18,January,7542,0.89,170,60340,59004
19,February,8697,0.89,208,56160,59004
20,March,8308,0.89,197,54900,59004
21,April,9397,0.95,211,64500,59004
22,May,11253,0.95,251,78720,59004
23,June,12644,0.95,291,89460,59004
24,July,11982,0.95,287,86100,59004
25,August,11315,0.82,294,88960,59004
26,September,8797,0.82,248,67700,59004
27,October,7832,0.82,215,63220,59004
28,November,6800,0.82,192,55700,59004
29,December,6464,0.82,162,55680,59004
42,January,6058,0.82,191,52320,59004
43,February,6571,0.82,186,54740,59004
44,March,7551,0.87,195,63860,59004
45,April,7747,0.87,240,65140,59004
46,May,8691,0.94,253,76020,59004
47,June,10622,0.94,280,95840,59004
48,July,10876,0.94,303,96020,59004
49,August,11635,0.82,317,103060,59004
50,September,10258,0.82,279,85600,59004
51,October,8040,0.82,240,63860,59004
52,November,7213,0.82,192,60660,59004
53,December,7003,0.82,170,63680,59004
54,January,7158,0.94,200,59220,59004
55,February,7211,0.94,227,58260,59004
56,March,7329,0.94,207,63060,59004
57,April,7565,0.94,218,68320,59004
58,May,8382,0.94,213,81460,59004
59,June,10011,0.94,240,98900,59004
60,July,9451,0.94,275,91680,59004
61,August,9119,0.88,262,87540,59004
62,September,7771,0.88,222,71200,59004
63,October,7458,0.88,196,70580,59004
64,November,6024,0.88,177,52980,59004
65,December,6045,0.88,159,56000,59004
66,January,6409,0.88,175,56820,59004
67,February,7004,0.88,196,56660,59004
68,March,7011,0.88,181,61120,59004
69,April,6499,0.82,171,58420,59004
70,May,8202,0.82,208,76180,59004
71,June,9317,0.82,237,87200,59004
72,July,8730,0.82,230,80660,59004
73,August,10045,0.88,243,92820,59004
74,September,8161,0.88,224,66880,59004
75,October,7505,0.88,216,60660,59004
76,November,5776,0.88,147,49620,59004
77,December,5718,0.88,139,48640,59004
78,January,5789,0.75,145,48660,59004
79,February,5676,0.75,141,47220,59004
80,March,6415,0.81,182,49920,59004
81,April,6830,0.81,189,57460,59004
82,May,7760,0.87,222,64980,59004
83,June,8770,0.87,238,76000,59004
46,May,49570,1.0,1925,766016,376694
47,June,73692,1.0,2105,871844,376694
48,July,84028,1.0,2233,953655,376694
49,August,84600,1.0,2169,940964,376694
50,September,78134,1.0,2054,875500,376694
51,October,53424,1.0,1935,805330,376694
52,November,45157,1.0,2100,754238,376694
53,December,51109,1.0,2428,856270,376694
54,January,55717,1.0,2496,934445,376694
55,February,47863,1.0,2394,801702,376694
56,March,47164,1.0,2430,789583,376694
57,April,48989,1.0,1781,812800,376694
58,May,46517,1.0,1830,771148,376694
59,June,69485,1.0,1962,814153,376694
60,July,82275,1.0,2115,929300,376694
61,August,82467,1.0,2119,910094,376694
62,September,78038,1.0,1922,888088,376694
63,October,51886,1.0,1836,787950,376694
64,November,47466,1.0,2363,788788,376694
65,December,53687,1.0,2489,893841,376694
66,January,70449,1.0,2531,1087510,376694
67,February,56912,1.0,2413,877170,376694
68,March,50922,1.0,2334,843611,376694
69,April,57000,1.0,2163,880736,376694
70,May,55575,1.0,2010,857242,376694
71,June,83310,1.0,2208,941293,376694
72,July,85833,1.0,1993,906676,376694
73,August,87854,1.0,2151,918550,376694
74,September,89635,1.0,2066,965875,376694
75,October,46990,1.0,1891,849403,376694
76,November,53900,1.0,2313,833296,376694
77,December,62171,1.0,2519,962599,376694
78,January,68576,1.0,2551,1056826,376694
79,February,58129,1.0,2499,893245,376694
80,March,59232,1.0,2507,910669,376694
81,April,56356,1.0,1870,864219,376694
82,May,55825,1.0,1953,855569,376694
83,June,75469,1.0,2083,969592,376694
84,July,91438,1.0,2160,994172,376694
85,August,96466,0.67,2287,1041586,376694
86,September,121290,0.67,2488,1378012,376694
87,October,73839,0.67,2151,1057941,376694
30,January,32439,0.87,933,466831,177844
31,February,27121,0.88,892,370581,177844
32,March,26922,0.88,916,361096,177844
33,April,22026,0.88,746,289550,177844
34,May,19168,0.88,746,233730,177844
35,June,21027,0.91,751,265546,177844
36,July,21138,0.91,767,312219,177844
37,August,22416,0.92,746,346530,177844
38,September,21067,0.87,746,316738,177844
39,October,17452,0.86,668,236242,177844
40,November,17276,0.82,746,232311,177844
41,December,20241,0.83,620,290494,177844
42,January,20882,0.9,629,309579,177844
43,February,17707,0.84,605,252958,177844
44,March,15769,0.84,616,215697,177844
45,April,16379,0.9,644,224122,177844
46,May,17154,0.89,676,232332,177844
47,June,19810,0.94,719,281523,177844
48,July,21712,0.95,819,330119,177844
49,August,22318,0.95,790,346535,177844
50,September,20318,0.95,758,304821,177844
51,October,17605,0.95,705,249721,177844
52,November,16634,0.91,653,231233,177844
53,December,21927,0.91,824,332488,177844
54,January,22156,0.91,826,331139,177844
55,February,17878,0.91,645,251746,177844
56,March,17065,0.92,658,222298,177844
57,April,16885,0.92,666,226920,177844
58,May,18249,0.87,645,226833,177844
59,June,17660,0.87,721,238753,177844
60,July,20597,0.87,801,297216,177844
61,August,21774,0.89,734,330329,177844
62,September,21451,0.89,718,323100,177844
63,October,18976,0.88,692,273720,177844
64,November,15998,0.88,676,209285,177844
65,December,17970,0.88,689,239988,177844
66,January,23851,0.88,814,365575,177844
67,February,18393,0.89,794,267969,177844
68,March,17493,0.9,711,270959,177844
69,April,15397,0.9,672,225128,177844
70,May,15044,0.9,691,210590,177844
71,June,16153,0.93,720,235000,177844
72,July,17690,0.93,755,270273,177844
73,August,16754,0.93,727,252544,177844
74,September,16380,0.93,708,244017,177844
75,October,15026,0.93,628,222133,177844
76,November,15054,0.93,795,204058,177844
77,December,14781,0.91,857,230436,177844
78,January,17852,0.91,668,248575,177844
79,February,18904,0.91,914,278577,177844
80,March,17323,0.91,1010,225168,177844
81,April,15231,0.91,705,197739,177844
82,May,14879,0.89,567,188676,177844
83,June,15990,0.89,666,217539,177844
84,July,17081,0.91,743,245279,177844
85,August,17610,0.91,729,258859,177844
86,September,18324,0.91,706,266777,177844
87,October,16841,0.91,742,228659,177844
42,January,8680,0.72,285,100200,69359
43,February,8584,0.72,285,105900,69359
44,March,9546,0.76,285,114000,69359
45,April,8355,0.76,276,99300,69359
46,May,7904,0.76,249,97500,69359
47,June,9781,0.76,270,109500,69359
48,July,9564,0.76,288,116100,69359
49,August,8326,0.72,291,100200,69359
50,September,9537,0.72,276,113400,69359
51,October,7105,0.72,246,92400,69359
52,November,9303,0.72,279,113100,69359
53,December,9244,0.72,252,118500,69359
54,January,10122,0.8,333,135000,69359
55,February,10443,1.0,432,116100,69359
56,March,12384,1.0,495,132000,69359
57,April,11101,1.0,372,128400,69359
58,May,10370,1.0,354,121500,69359
59,June,9199,1.0,294,119700,69359
60,July,11557,1.0,300,149400,69359
61,August,8994,1.0,282,127200,69359
62,September,10373,1.0,288,126900,69359
63,October,10353,1.0,300,119700,69359
64,November,11131,1.0,300,130500,69359
65,December,10755,1.0,300,122400,69359
66,January,12195,1.0,300,148500,69359
67,February,12039,1.0,300,142800,69359
68,March,10895,1.0,300,120900,69359
69,April,10085,1.0,300,105000,69359
70,May,10098,1.0,300,101100,69359
71,June,7955,1.0,270,84900,69359
72,July,5793,1.0,285,93300,69359
73,August,8453,1.0,291,86400,69359
74,September,9576,1.0,270,101100,69359
75,October,8737,1.0,300,88200,69359
76,November,12103,1.0,300,117900,69359
77,December,12241,1.0,300,127200,69359
78,January,8888,1.0,375,112800,69359
79,February,10335,1.0,357,109200,69359
80,March,10050,1.0,369,101700,69359
81,April,10491,0.96,345,103800,69359
82,May,5334,0.96,261,89100,69359
83,June,9260,0.96,288,102900,69359
12,January,47823,1.0,1453,390600,152531
13,February,43209,1.0,943,348900,152531
14,March,40066,1.0,1352,329400,152531
15,April,42229,1.0,1005,360000,152531
16,May,43291,1.0,895,357300,152531
17,June,42937,1.0,848,355200,152531
18,July,38418,1.0,830,315300,152531
19,August,41991,1.0,849,360600,152531
20,September,36567,1.0,783,300000,152531
21,October,35867,1.0,837,292200,152531
22,November,39618,1.0,1301,312600,152531
23,December,45348,1.0,1435,357300,152531
24,January,40979,1.0,1389,348000,152531
25,February,37709,1.0,1356,314700,152531
26,March,39923,1.0,1103,337200,152531
27,April,36232,1.0,864,312900,152531
28,May,36438,1.0,823,312900,152531
29,June,39490,1.0,856,342600,152531
30,July,36409,1.0,836,317700,152531
31,August,37266,1.0,871,323400,152531
32,September,33986,1.0,714,292800,152531
33,October,34029,1.0,1105,279000,152531
34,November,36377,1.0,1323,294300,152531
35,December,42661,0.95,1337,342600,152531
48,January,39616,0.95,1233,337269,152531
49,February,41376,0.95,1346,342820,152531
50,March,38455,0.95,996,330171,152531
51,April,35156,0.97,712,306152,152531
52,May,41347,0.97,747,355469,152531
53,June,37712,0.97,743,318767,152531
54,July,43768,0.97,855,372236,152531
55,August,40858,0.95,838,350691,152531
56,September,37136,0.95,749,318018,152531
57,October,38796,0.95,753,329351,152531
58,November,41681,0.95,1133,338752,152531
59,December,45760,0.95,1331,374804,152531
60,January,40168,0.97,1097,344125,152531
61,February,38944,0.97,1151,331659,152531
62,March,38442,0.97,1130,328396,152531
63,April,34562,0.97,749,312702,152531
64,May,41075,0.97,736,374532,152531
65,June,36798,0.82,753,329742,152531
66,July,38585,0.82,771,347866,152531
67,August,38830,0.82,799,349828,152531
68,September,35416,0.82,727,310969,152531
69,October,35750,0.82,846,309001,152531
70,November,39125,0.73,1183,330714,152531
71,December,57120,0.73,1190,510955,152531
72,January,46025,0.73,982,456160,152531
73,February,38240,0.73,935,379881,152531
74,March,35652,0.73,993,346832,152531
75,April,35131,0.73,855,356161,152531
76,May,38250,0.73,782,385397,152531
77,June,34420,0.73,813,341526,152531
78,July,32431,0.73,763,314034,152531
79,August,33294,0.75,752,328591,152531
80,September,31106,0.75,746,309227,152531
81,October,34806,0.75,1013,336259,152531
82,November,39787,0.75,1297,375962,152531
83,December,38475,0.75,1209,366329,152531
84,January,39084,0.75,1319,367938,152531
85,February,34941,0.75,1190,332207,152531
86,March,32982,0.75,1033,311875,152531
87,April,33788,0.75,875,327745,152531
88,May,11663,0.75,750,345800,152531
89,June,34710,0.75,791,352924,152531
24,July,55660,0.79,870,279480,181680
25,August,50223,0.79,832,255760,181680
26,September,51316,0.79,910,269480,181680
27,October,41337,0.79,834,270520,181680
28,November,53479,0.79,967,317640,181680
29,December,82552,0.79,1163,342720,181680
30,January,125796,0.79,1096,408080,181680
31,February,120353,0.79,1104,382640,181680
32,March,85636,0.79,936,383840,181680
33,April,45575,0.79,832,304360,181680
34,May,38699,1.0,790,270240,181680
35,June,54218,1.0,835,322760,181680
36,July,57087,1.0,910,291600,181680
37,August,55600,1.0,928,284200,181680
38,September,53485,1.0,950,276600,181680
39,October,43848,1.0,865,281560,181680
40,November,55220,1.0,1006,330320,181680
41,December,68066,1.0,1085,329120,181680
42,January,77523,1.0,1287,435040,181680
43,February,74035,1.0,1169,423320,181680
44,March,62299,1.0,1020,352640,181680
45,April,62310,1.0,1157,327280,181680
46,May,49522,1.0,808,280480,181680
47,June,59325,1.0,851,305120,181680
48,July,70247,1.0,995,363480,181680
49,August,69061,1.0,978,358560,181680
50,September,64440,1.0,939,326960,181680
51,October,50824,1.0,807,294960,181680
52,November,59138,1.0,968,345360,181680
53,December,72393,1.0,1219,413800,181680
54,January,73780,1.0,1208,400440,181680
55,February,70415,1.0,1071,397120,181680
56,March,66222,1.0,1070,365280,181680
57,April,53031,1.0,785,304280,181680
58,May,50982,1.0,849,276360,181680
59,June,64941,1.0,931,323120,181680
60,July,63232,1.0,889,303560,181680
61,August,67249,1.0,898,333560,181680
62,September,63414,1.0,908,300040,181680
63,October,50599,1.0,719,284720,181680
64,November,56454,1.0,825,319600,181680
65,December,66951,1.0,1247,332720,181680
66,January,85800,1.0,1178,475216,181680
67,February,62080,1.0,923,334416,181680
68,March,59558,1.0,944,313495,181680
69,April,52164,1.0,814,276256,181680
